BallNose6;CenterDrill3;CenterDrill8x90;Countersink5x60;Countersink3x90;Countersink5x90;Countersink6x90;Countersink10x90;Countersink16x90;Countersink25x90;Drill1;Drill3;Drill35;Drill5;Drill65;Drill7;Drill125;Drill15;Drill20;FlatEnd4;FlatEnd5;Tap4;Tap5;Tap6;BallNose5Sum;CenterDrillx60Sum;CenterDrillx90Sum;DrillSum;FlatEndSum;FlatEndSum2;TapSum;Biaya;Source
0.8;0;0.32;0;0.2;53.39;0;0.01;8.66;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;29.53;10.27;104.21;3903.6;41.65;54.39;20123;PGE
0.8;0;0.32;0;0.2;53.61;0;0.01;8.66;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;29.61;10.29;104.58;3904.64;41.65;54.39;12253;PGE
0.8;0;0.32;0;0.2;53.61;0;0.01;8.66;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;29.61;10.33;104.66;4031.6;54.55;54.39;2500;PGE
0.8;0;0.32;0;0.2;55.38;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;30.83;10.45;106.67;4061.11;54.55;55.66;133683;PGE
0.8;0;0.32;0;0.2;55.38;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;31;10.47;106.94;4061.11;54.55;56.19;17615;PGE
0.8;0;0.32;0;0.2;55.38;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;31.65;10.84;107.9;4277.89;54.55;57.87;153821;PGE
0.8;0;0.32;0;0.2;55.38;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;31.65;10.9;107.9;4280.54;54.55;57.87;8675;PGE
0.8;0;0.32;0;0.2;55.38;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;31.65;10.91;107.9;4282.87;54.55;57.87;8265;PGE
0.8;0;0.32;0;0.2;56.93;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;32.41;11.13;109.63;4309.59;54.55;60.43;133683;PGE
0.8;0;0.32;0;0.2;57.43;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;32.62;11.17;110.4;4338.36;54.55;61.02;51666;PGE
0.8;0;0.32;0;0.2;59.94;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;33.43;11.35;113.11;4370.6;54.55;61.72;118008;PGE
0.8;0;0.32;0;0.2;59.94;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;33.6;11.37;113.38;4370.6;54.55;62.25;15610;PGE
0.8;0;0.32;0;0.2;59.94;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;33.78;11.37;113.63;4370.6;54.55;62.61;12214;PGE
0.8;0;0.32;0;0.2;59.94;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;33.81;11.37;113.63;4370.6;54.55;63;12575;PGE
0.8;0;0.32;0;0.2;59.94;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;33.81;11.38;113.66;4372.17;54.55;63;7242;PGE
0.8;0;0.32;0;0.2;59.94;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;33.81;11.39;113.69;4373.75;54.55;63;7416;PGE
0.8;0;0.32;0;0.2;59.94;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;33.81;11.45;113.69;4376.45;54.55;63;8675;PGE
0.8;0;0.32;0;0.2;59.94;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;33.81;11.46;113.69;4378.78;54.55;63;8265;PGE
0.8;0;0.32;0;0.2;60.65;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;35.13;11.56;117.07;4404.18;54.55;66.05;118008;PGE
0.8;0;0.32;0;0.2;62.13;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;35.21;11.7;117.64;4420.05;54.55;66.05;35594;PGE
0.8;0;0.32;0;0.2;62.33;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;35.29;11.73;117.94;4434.58;54.79;66.05;9490;PGE
0.8;0;0.32;0;0.2;62.33;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;35.29;11.77;118.04;4435.51;54.79;66.05;7058;PGE
0.8;0;0.32;0;0.2;63.42;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;35.59;11.93;119.24;4461.48;54.79;67.03;130444;PGE
0.8;0;0.32;0;0.2;63.42;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;35.59;11.96;119.3;4730.61;54.79;67.03;5000;PGE
0.8;0;0.32;0;0.2;63.42;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;35.59;11.96;119.3;4920.68;54.79;67.03;6000;PGE
0.8;0;0.32;0;0.2;63.42;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;35.76;11.98;119.62;4920.68;54.79;67.54;16421;PGE
0.8;0;0.32;0;0.2;63.42;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;35.98;11.98;119.94;4920.68;54.79;67.82;21255;PGE
0.8;0;0.32;0;0.2;63.42;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;36.04;11.98;119.94;4920.68;54.79;68.1;21515;PGE
0.8;0;0.32;0;0.2;64.1;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;36.35;12.11;120.98;4945.31;54.79;68.93;78244;PGE
0.8;0;0.39;0;0.2;64.78;0;0.01;9.95;0.06;0;0.77;0;0.16;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;36.4;12.2;121.8;4969.64;54.79;69.1;122921;PGE
0.8;0;0.39;0;0.2;65.1;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;36.41;12.26;122.05;4970.89;54.79;69.15;31249;PGE
0.8;0;0.39;0;0.2;65.1;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;36.41;12.28;122.13;4974.51;55.69;69.15;13748;PGE
0.8;0;0.39;0;0.2;65.1;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;36.41;12.3;122.2;4976.02;55.69;69.15;6968;PGE
0.8;0;0.39;0;0.2;67.43;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;37.02;12.74;126.26;5018.93;55.69;69.15;130444;PGE
0.8;0;0.39;0;0.2;67.43;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;37.28;12.76;127.37;5021.87;55.69;69.49;16421;PGE
0.8;0;0.39;0;0.2;67.43;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;37.62;12.76;127.75;5029.75;55.69;69.49;34957;PGE
0.8;0;0.41;0;0.2;67.65;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;37.62;12.79;128.02;5037.81;55.69;69.49;61640;PGE
0.8;0;0.41;0;0.2;67.65;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;37.81;12.81;128.15;5046.01;55.69;69.66;19465;PGE
0.8;0;0.41;0;0.2;67.87;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;37.89;12.83;128.52;5047.05;55.69;69.66;6179;PGE
0.8;0;0.41;0;0.2;67.96;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;38.07;12.84;128.52;5104.13;58.01;69.66;97203;PGE
0.8;0;0.41;0;0.2;67.96;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;38.07;12.88;128.6;5239.1;71.5;69.66;2500;PGE
0.8;0;0.41;0;0.2;67.96;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;38.07;12.94;128.91;5294;71.5;69.66;21250;PGE
0.8;0;0.41;0;0.2;67.96;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;2.61;0;0;0;0;38.11;12.94;128.91;5295.07;71.5;69.66;2500;PGE
0.8;0;0.41;0;0.2;68.03;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;3.66;0;0;0;0;38.11;12.95;128.91;5313.47;71.5;69.66;3125;PGE
0.8;0;0.41;0;0.2;71.36;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;3.66;0;0;0;0;39.16;13.21;132.92;5348.5;71.5;70.89;115006;PGE
0.8;0;0.41;0;0.2;71.36;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;3.66;0;0;0;0;39.16;13.22;132.98;5350.71;71.5;70.89;8481;PGE
0.8;0;0.41;0;0.2;71.36;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;3.66;0;0;0;0;39.16;13.23;133.04;5353.27;71.5;70.89;9715;PGE
0.8;0;0.41;0;0.2;71.36;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;3.66;0;0;0;0;39.16;13.24;133.1;5355.77;71.5;70.89;9269;PGE
0.8;0;0.41;0;0.2;71.36;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;3.66;0;0;0;0;39.16;13.3;133.1;5359.52;71.5;70.89;8536;PGE
0.8;0;0.41;0;0.2;71.36;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;3.66;0;0;0;0;39.16;13.31;133.1;5361.85;71.5;70.89;8282;PGE
0.8;0;0.41;0;0.2;71.36;0;0.01;10.08;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;3.66;0;0;0;0;39.17;13.31;133.1;5362.68;71.5;70.92;17948;PGE
0.8;0;0.41;0;0.2;71.36;0;0.01;10.81;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;3.66;0;0;0;0;39.33;13.37;133.68;5362.68;71.5;70.92;16421;PGE
0.8;0;0.41;0;0.2;71.36;0;0.01;10.81;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;3.66;0;0;0;0;39.34;13.37;133.68;5367.83;71.5;71;14088;PGE
0.8;0;0.41;0;0.2;71.36;0;0.01;10.81;0.06;0;0.77;0;0.2;0.07;0;0.36;0;0;0.95;3.66;0;0;0;0;39.35;13.37;133.68;5372.79;71.5;71.08;12645;PGE
0.8;0;0.41;0;0.2;73.74;0;0.01;10.81;0.06;0;0.77;0;0.2;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;40.24;13.53;136.07;5401.1;71.5;72.27;115006;PGE
0.8;0;0.41;0;0.2;73.74;0;0.01;11.54;0.06;0;0.77;0;0.2;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;40.44;13.59;137.44;5404.04;71.5;72.27;16421;PGE
0.8;0;0.43;0;0.2;74.36;0;0.01;12.07;0.06;0;0.94;0;0.2;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;40.69;13.64;137.9;5428.53;71.5;72.27;43052;PGE
0.8;0;0.43;0;0.2;74.36;0;0.01;12.07;0.06;0;0.94;0;0.2;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;40.69;13.7;138.21;5483.43;71.5;72.27;21250;PGE
0.8;0;0.43;0;0.2;74.36;0;0.01;12.07;0.06;0;0.94;0;0.2;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;40.7;13.7;138.21;5485.78;78.58;72.32;12000;PGE
0.8;0;0.43;0;0.2;74.36;0;0.01;12.07;0.06;0;0.94;0;0.2;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;40.7;13.7;138.21;5519.57;78.58;72.32;3750;PGE
0.8;0;0.43;0;0.2;74.36;0;0.01;12.07;0.06;0;0.94;0;0.2;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;40.7;13.71;138.21;5547.51;105.01;72.32;7500;PGE
0.8;0;0.43;0;0.2;74.36;0;0.01;12.07;0.06;0;0.94;0;0.2;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;40.7;13.71;138.21;5562.931;117.653;72.32;7500;PGE
0.8;0;0.43;0;0.2;74.36;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;40.7;13.72;138.21;5563.641;117.653;72.32;11500;PGE
0.8;0;0.43;0;0.2;74.36;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;40.7;13.73;138.21;5567.821;117.653;72.32;8553;PGE
0.8;0;0.43;0;0.2;74.59;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;40.7;13.75;138.36;5582.621;117.653;72.32;15113;PGE
0.8;0;0.43;0;0.2;75;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;41.19;13.93;141.68;5621.631;117.933;73.08;115006;PGE
0.8;0;0.43;0;0.2;75;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;41.19;13.99;141.99;5676.531;117.933;73.08;21250;PGE
0.8;0;0.43;0;0.2;75;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;41.19;14.004;141.99;5697.109;117.933;73.08;7500;PGE
0.8;0;0.43;0;0.2;75;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;41.2;14.004;141.99;5699.459;125.013;73.13;6250;PGE
0.8;0;0.43;0;0.2;75;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;41.2;14.004;141.99;5732.009;125.013;73.13;3750;PGE
0.8;0;0.43;0;0.2;77.26;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;42.13;14.454;145.25;5820.419;125.013;73.9;166562;PGE
0.8;0;0.43;0;0.2;77.26;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;42.13;14.464;145.25;5826.029;125.013;73.9;8825;PGE
0.8;0;0.43;0;0.2;77.26;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;42.3;14.484;145.52;5826.029;125.013;74.43;16421;PGE
0.8;0;0.43;0;0.2;77.26;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;42.62;14.484;145.84;5897.439;125.013;75.12;31659;PGE
0.8;0;0.43;0;0.2;77.26;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;42.92;14.484;146.16;5918.819;125.013;75.81;39408;PGE
0.8;0;0.43;0;0.2;77.26;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;43.21;14.484;146.48;5933.009;125.013;76.49;34484;PGE
0.8;0;0.43;0;0.2;77.26;0;0.02;12.07;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;43.21;14.544;146.48;5935.709;125.013;76.49;8536;PGE
0.8;0;0.43;0;0.2;79.07;0;0.02;14.31;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;44.19;14.894;149.33;6011.229;125.013;77.77;148061;PGE
0.8;0;0.43;0;0.2;79.07;0;0.02;14.31;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;44.4;14.914;150.39;6014.169;125.013;78.3;16421;PGE
0.8;0;0.43;0;0.2;79.07;0;0.02;14.31;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;44.68;14.914;150.69;6026.079;125.013;78.86;22170;PGE
0.8;0;0.43;0;0.2;79.07;0;0.02;14.31;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;44.68;14.914;150.69;6077.229;125.013;78.86;6000;PGE
0.8;0;0.43;0;0.2;79.07;0;0.02;14.31;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;44.96;14.914;151.17;6088.879;125.013;79.54;26505;PGE
0.8;0;0.43;0;0.2;79.07;0;0.02;14.31;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.66;0;0;0;0;44.96;14.974;151.48;6160.739;125.013;79.54;21250;PGE
0.8;0;0.43;0;0.2;79.07;0;0.02;14.31;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0;0;44.96;14.974;151.48;6161.779;125.013;79.54;12500;PGE
0.8;0;0.43;0;0.2;80.19;0;0.02;14.31;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0;0;45.62;15.104;153.53;6183.859;125.013;80.35;117927;PGE
0.8;0;0.43;0;0.2;80.19;0;0.02;14.31;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0;0;45.79;15.124;153.85;6183.859;125.013;80.86;17615;PGE
0.8;0;0.43;0;0.2;80.19;0;0.02;14.31;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0;0;45.98;15.124;154.15;6183.859;125.013;81.17;15759;PGE
0.8;0;0.43;0;0.2;80.19;0;0.02;14.31;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0;0;46.01;15.124;154.15;6183.859;125.013;81.48;12978;PGE
0.8;0;0.43;0;0.2;80.86;0;0.02;14.44;0.06;0;0.94;0;0.22;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0;0;46.01;15.184;154.78;6203.509;125.013;82.01;62726;PGE
0.8;0;0.46;0;0.2;81.32;0;0.02;14.44;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;46.07;15.304;155.28;6231.459;125.013;82.26;82628;PGE
0.8;0;0.46;0;0.2;81.32;0;0.02;14.44;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;46.07;15.324;155.35;6235.019;125.913;82.26;13534;PGE
0.8;0;0.46;0;0.2;81.32;0;0.02;14.44;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;46.07;15.344;155.42;6236.559;125.913;82.26;7017;PGE
0.8;0;0.46;0;0.2;83.75;0;0.02;14.44;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;46.84;15.614;158.47;6277.129;125.913;83.91;117927;PGE
0.8;0;0.46;0;0.2;83.84;0;0.02;14.44;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;46.91;15.624;158.47;6322.609;127.263;84.19;87128;PGE
0.8;0;0.46;0;0.2;83.84;0;0.02;14.44;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;47.05;15.684;158.94;6322.609;127.263;84.53;30451;PGE
0.8;0;0.46;0;0.2;84.15;0;0.02;14.44;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;47.05;15.734;159.19;6345.779;127.263;84.53;52835;PGE
0.8;0;0.46;0;0.2;84.15;0;0.02;14.44;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;47.19;15.754;159.32;6353.979;127.263;84.87;19874;PGE
0.8;0;0.46;0;0.2;84.37;0;0.02;14.44;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;47.27;15.774;159.69;6355.019;127.263;84.87;6126;PGE
0.8;0;0.46;0;0.2;85.78;0;0.12;14.44;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;47.82;15.894;161.37;6380.779;127.263;85.62;106050;PGE
0.8;0;0.46;0;0.2;85.78;0;0.12;14.44;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;47.82;15.954;161.37;6383.479;127.263;85.62;8675;PGE
0.8;0;0.46;0;0.2;85.78;0;0.12;14.44;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;47.99;15.974;161.64;6383.479;127.263;86.15;17615;PGE
0.8;0;0.46;0;0.2;85.78;0;0.12;14.96;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;48.37;16.034;162.1;6433.249;127.263;86.96;114094;PGE
0.8;0;0.46;0;0.2;86.11;0;0.12;14.96;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;48.45;16.044;162.47;6449.589;127.263;86.96;6611;PGE
0.8;0;0.46;0;0.2;86.11;0;0.12;14.96;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;48.45;16.054;162.55;6469.649;127.263;86.96;6206;PGE
0.8;0;0.46;0;0.2;87.08;0;0.15;15.23;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;49.04;16.254;163.92;6493.219;127.263;88.43;106050;PGE
0.8;0;0.46;0;0.2;87.64;0;0.18;15.76;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;49.31;16.294;164.8;6521.829;127.263;88.43;33536;PGE
0.8;0;0.46;0;0.2;89.16;0;0.3;15.76;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;49.93;16.404;166.68;6548.189;127.263;89.18;104133;PGE
0.8;0;0.46;0;0.2;89.16;0;0.3;15.76;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;50.1;16.424;166.95;6548.189;127.263;89.71;15610;PGE
0.8;0;0.46;0;0.2;89.16;0;0.3;15.76;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;50.34;16.424;167.27;6548.189;127.263;90.07;16175;PGE
0.8;0;0.46;0;0.2;89.16;0;0.3;15.76;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;50.34;16.434;167.3;6549.189;127.263;90.07;11588;PGE
0.8;0;0.46;0;0.2;89.16;0;0.3;15.76;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;50.34;16.444;167.33;6550.769;127.263;90.07;12263;PGE
0.8;0;0.46;0;0.2;89.16;0;0.3;15.76;0.06;0;0.94;0;0.46;0.07;0;0.36;0;1.77;0.95;3.72;0;0;0.05;0;50.34;16.504;167.33;6553.469;127.263;90.07;8675;PGE
